temperature_2_m_above_gnd,relative_humidity_2_m_above_gnd,mean_sea_level_pressure_MSL,total_precipitation_sfc,snowfall_amount_sfc,total_cloud_cover_sfc,high_cloud_cover_high_cld_lay,medium_cloud_cover_mid_cld_lay,low_cloud_cover_low_cld_lay,shortwave_radiation_backwards_sfc,wind_speed_10_m_above_gnd,wind_direction_10_m_above_gnd,wind_speed_80_m_above_gnd,wind_direction_80_m_above_gnd,wind_speed_900_mb,wind_direction_900_mb,wind_gust_10_m_above_gnd,angle_of_incidence,zenith,azimuth,generated_power_kw
27.74,25,1014.5,0,0,10,0,10,10,866.86,23.93,223.78,25.71,224.43,23.68,224.38,25.2,32.768206,22.790449,224.95241,1636.7017
27.73,26,1014.1,0,0,10,0,10,10,841.05,23.18,226.89,24.97,227.34,23.18,226.89,23.4,42.186797,32.223094,247.2727,499.08361
27.67,25,1013.4,0,0,10,0,10,10,769.85,18.22,232.22,19.73,231.67,18.67,230.48,20.16,53.973201,43.135468,261.22363,543.83339
27.65,23,1013.2,0,0,10,0,10,10,659.49,9.78,263.66,9.47,261.25,9.18,258.69,15.12,66.855284,54.452132,271.70896,303.14472
27.37,24,1012.8,0,0,10,0,10,10,519.76,12.18,325.84,12.24,331.93,11.44,331.82,14.76,80.264519,65.720436,280.83697,70.504567
25.98,28,1012.8,0,0,10,0,10,10,272.34,20.12,317.17,23.42,316.25,21.14,317.07,21.6,91.85647,75.049743,288.31669,6.4853511
13.5,78,1014.4,0,0,0,0,0,0,0,7.93,267.4,20.8,293.46,9.73,272.12,10.44,116.74016,93.272489,54.532338,11.735
12.79,81,1014.9,0,0,0,0,0,0,0,7.42,255.96,18.33,289.5,8.12,257.2,10.08,103.13515,83.636856,64.228954,115.51528
14.6,74,1014.3,0,0,0,0,0,0,84.55,4.21,250.02,13.91,291.25,3.76,253.3,5.04,89.472993,73.158923,73.219817,480.73468
19.28,59,1013.4,0,0,0,0,0,0,254.54,8.67,311.63,10.2,312.14,8.91,313.36,8.28,75.878883,62.094557,82.054216,1143.1883
21.64,51,1013.5,0,0,0,0,0,0,429.87,13.39,323.75,14.4,323.13,13.48,325.89,10.08,62.599766,50.775375,91.478432,1742.7967
22.84,46,1013.9,0,0,10,0,10,10,559.81,14.78,325.92,15.78,325.22,14.58,327.09,12.24,49.987014,39.525476,102.77207,2166.2443
23.68,41,1013,0,0,10,0,10,10,686.19,14.2,329.53,14.02,330.8,13.04,332.02,10.8,38.774852,28.919806,118.69515,2520.7127
24.46,37,1012.9,0,0,10,0,10,10,785.87,12.18,341.03,11.73,342.12,11.28,343.3,10.8,30.598572,20.465981,145.46169,2347.5055
24.6,36,1013.9,0,0,10,0,10,10,849.95,10.48,344.05,9.96,347.47,9.26,346.5,9,28.170552,17.731616,187.13815,2205.045
23.64,38,1013.7,0,0,10,0,10,10,740.48,15.26,340.71,15.14,342,14.35,342.47,11.88,32.733317,22.769338,224.83265,1672.681
23.03,41,1013.7,0.6,0,12,0,10,12,548.24,20.12,349.7,21.49,351.33,20.36,351.87,14.4,42.141541,32.191611,247.19751,1386.7619
21.86,48,1014.5,0.2,0,45,0,10,45,301.71,19.44,360,20.53,2.01,18.75,3.3,16.2,53.923976,43.100703,261.16934,499.56653
22.68,45,1014.5,0,0,29,58,29,10,417.41,17.11,8.47,17.58,10.62,16.52,11.31,18,65.841006,53.591479,270.97514,0.001666667
12.81,85,1017,0,0,32,0,32,0,0,6.03,252.65,2.28,71.57,6.29,256.76,1.44,116.79221,93.317458,54.504827,7.7580556
12.24,88,1017.2,0,0,0,0,0,0,0,6.29,246.37,0.8,206.57,6.15,249.44,3.96,103.18397,83.68181,64.206102,109.69019
13.92,80,1017.3,0,0,0,0,0,0,83.66,4.69,237.53,2.81,230.19,4.2,239.04,3.6,89.520936,73.206627,73.199924,499.90583
17.27,67,1017,0,0,0,0,0,0,252.76,1.94,291.8,1.8,306.87,1.61,296.57,6.12,75.924523,62.143342,82.035424,1155.9578
19.66,52,1016.8,0,0,0,0,0,0,428.09,6.29,23.63,6.3,30.96,6.3,30.96,5.4,62.641861,50.824549,91.458075,1733.7934
21.37,45,1016.7,0,0,0,0,0,0,592.74,8.37,25.46,8.4,30.96,8.4,30.96,8.28,50.023286,39.574216,102.74475,2227.9239
22.72,41,1016.4,0,0,0,0,0,0,731.58,8.89,21.37,8.7,24.44,8.37,25.46,8.64,38.800642,28.966081,118.64656,1777.6814
23.72,37,1016,0.2,0,10,0,10,10,819.69,8.91,14.04,8.65,16.93,8.31,17.65,6.84,30.605216,20.502504,145.35636,666.79484
24.27,36,1016.5,0,0,10,0,10,10,857.96,4.8,77.01,5.41,86.19,5.41,86.19,5.76,28.150513,17.742244,186.97436,780.44332
24.84,35,1016.8,0,0,10,0,10,10,860.63,3.96,90,4.69,94.4,4.33,94.76,5.4,32.692898,22.754032,224.70349,1010.7241
23.64,36,1016.7,0,0,10,0,10,10,388.04,2.16,90,2.52,90,2.52,90,3.24,42.092394,32.164886,247.1129,565.46696
24.78,34,1016.4,0,0,10,0,10,10,388.04,0.72,90,1.44,90,1.44,90,3.96,53.872185,43.070224,261.10709,248.735
24.75,34,1016.5,0,0,10,0,10,10,633.68,0.51,45,1.02,45,1.02,45,3.6,66.752644,54.385907,271.61212,420.34502
24.45,34,1016.7,0,0,10,0,10,10,514.42,1.8,323.13,1.84,348.69,1.84,348.69,4.68,80.162459,65.656577,280.7484,147.31476
23.87,35,1016.6,0,0,10,0,10,10,356.89,3.1,305.54,2.6,326.31,2.81,320.19,5.76,93.011719,75.965296,289.04518,17.824214
14.24,67,1020.7,0,0,0,0,0,0,0,9.59,214.29,10.01,217.69,11.81,217.57,9.36,116.84514,93.367738,54.48224,5.4494444
14.33,67,1020.7,0,0,0,0,0,0,0,9.66,206.57,10.88,235.78,10.63,208.3,9,103.23241,83.730907,64.188664,92.115
16.32,61,1020.6,0,0,0,0,0,0,83.66,10.83,195.42,13.57,201.8,9.69,195.07,10.44,89.567868,73.25819,73.185975,473.17015
19.73,51,1020.5,0,0,0,0,0,0,256.32,12.62,183.27,14.08,175.6,12.25,178.32,8.64,75.968424,62.195729,82.02327,1143.9564
22.19,45,1020.5,0,0,0,0,0,0,434.32,11.57,185.36,12.62,183.27,11.89,181.74,9.36,62.681383,50.877248,91.445364,1731.7066
23.88,35,1020.3,0,0,0,0,0,0,599.86,9.66,206.57,9.34,207.55,8.85,206.57,7.56,50.055961,39.626684,102.72655,2138.9911
24.77,32,1020,0,0,0,0,0,0,739.59,8.4,226.74,8.67,228.37,8.16,228.58,7.92,38.821538,29.016781,118.60894,2472
25.65,30,1019.7,0,0,0,0,0,0,847.28,8.44,230.19,8.67,228.37,8.4,226.74,7.92,30.605594,20.544867,145.26135,2529.0295
26.41,26,1020.1,0,0,0,0,0,0,913.14,9.73,218.99,9.96,220.6,9.45,220.36,9,28.12382,17.759728,186.81016,2471.5366
27.02,26,1020,0,0,0,0,0,0,929.16,7.9,245.77,8.37,244.54,8.05,243.43,8.28,32.647041,22.744639,224.56504,2395.6122
27.52,26,1019.6,0,0,0,0,0,0,896.23,7.93,272.6,7.57,267.27,7.21,267.14,7.56,42.039446,32.143009,247.01891,997.88
27.6,28,1019,0,0,11,0,0,11,809.01,10.31,294.78,9.34,297.55,9.18,295.56,8.28,53.817917,43.044113,261.03695,916.91916
27.36,30,1019,0,0,100,0,0,100,525.1,10.79,295.71,9.83,298.44,9.51,299.48,7.92,66.699079,54.359153,271.55362,564.40605
27.02,31,1019.2,0,0,100,0,0,100,467.25,11.38,304.7,10.88,304.22,10.09,304.82,8.28,80.110415,65.63119,280.69532,86.916389
26.5,32,1019.1,0,0,100,0,0,100,348.88,11.25,309.81,10.95,313.67,10.44,313.6,9,92.732417,75.76521,288.84476,8.0578431
14.31,85,1022.6,0,0,0,0,0,0,0,7.1,239.53,11.92,295.02,8.53,242.35,5.76,116.89845,93.422698,54.464604,6.8227778
14.45,84,1022.7,0,0,0,0,0,0,0,6.64,229.4,8.09,290.85,7.79,236.31,6.12,103.28036,83.784042,64.176672,92.746789
16.22,77,1022.7,0,0,0,0,0,0,82.77,5.69,214.7,5.04,270,5.62,219.81,4.68,89.613712,73.313528,73.178006,464.29056
19.99,63,1022.1,0,0,0,0,0,0,252.76,2.55,261.87,2.9,262.87,2.9,262.87,3.6,76.010518,62.251638,82.017806,1134.6278
22.99,51,1022.1,0,0,0,0,0,0,428.98,2.28,341.57,2.28,341.57,2.28,341.57,1.44,62.718282,50.933398,91.440377,1710.0547
24.7,44,1022.1,0,0,10,0,0,10,578.5,2.28,341.57,1.61,333.43,1.48,345.96,4.32,50.085015,39.68282,102.71763,2124.4144
26.19,37,1020.9,0,0,10,0,0,10,699.54,5.4,323.13,4.61,321.34,4.39,325.01,6.84,38.837571,29.071877,118.58262,2363.2763
27.31,34,1020.4,0,0,10,0,0,10,804.56,6.11,315,4.84,318.01,4.61,321.34,7.2,30.599834,20.593146,145.17729,2463.2861
28.53,22,1021.2,0,0,5.1,17,0,0,901.57,7.52,286.7,7.24,275.71,6.88,276.01,9,28.090654,17.784257,186.64579,2397.8272
29.28,22,1020.9,0,0,7.5,25,0,0,907.8,8.31,287.65,8.05,280.3,7.64,278.13,11.88,32.595891,22.741305,224.41722,2181.5641
29.85,22,1020.5,0,0,10.2,34,0,0,875.76,10.16,292.93,9.57,289.8,9.23,290.56,13.32,41.982811,32.126083,246.91552,1840.8893
30.01,21,1019.8,0,0,12.9,43,0,0,801,13.4,300.7,12.9,300.14,12.1,300.38,14.76,53.76127,43.022449,260.95892,1291.1231
29.68,20,1019.4,0,0,78,100,78,0,661.27,14.88,302.15,14.88,302.15,13.78,303.27,14.04,66.644141,54.336729,271.48846,539.63972
29.2,21,1019.5,0,0,58,100,58,0,480.6,15.82,311.31,16.3,313.21,15.27,315,15.84,80.05781,65.610242,280.63646,49.735796
28.42,22,1019.1,0,0,3.3,11,0,0,373.8,14.8,318.95,15.86,320.53,14.34,321.12,15.12,92.569384,75.659508,288.71491,1.7166667
17.16,37,1021.9,0,0,0.3,1,0,0,0,5.24,254.05,8.65,315,6.29,256.76,7.92,116.95231,93.482612,54.451978,3.9783333
15.84,40,1022.1,0,0,0,0,0,0,0,6.13,220.24,4.51,298.61,7.13,225,3.6,103.32775,83.841149,64.170172,86.066977
16.95,40,1021.7,0,0,0,0,0,0,82.77,7.9,204.23,3.6,233.13,8.09,200.85,4.68,89.65839,73.372571,73.176054,461.75433
20.45,38,1021.3,0,0,0,0,0,0,254.54,4.39,214.99,7.7,217.41,4.69,212.47,2.88,76.050732,62.310999,82.019055,1130.9986
24.12,29,1020.7,0,0,0,0,0,0,432.54,3.56,225,4.1,217.87,3.83,221.19,5.4,62.752489,50.992925,91.443126,1697.6748
26.85,25,1020.4,0,0,0,0,0,0,599.86,4.69,265.6,5.45,262.41,4.74,261.25,7.2,50.110389,39.742546,102.71797,2091.4842
28.69,22,1019.6,0,0,0,0,0,0,740.48,8.47,282.26,9.03,274.57,8.31,274.97,11.16,38.848691,29.131285,118.56756,2331.8425
29.69,21,1018.8,0,0,0,0,0,0,847.28,9.61,282.99,9.47,278.75,8.71,277.13,11.52,30.58789,20.647242,145.10425,2427.7577
30.55,17,1019.2,0,0,0,0,0,0,914.92,6.95,291.25,6.29,283.24,5.86,280.62,10.08,28.05099,17.815778,186.48175,2375.4483
31.35,17,1018.9,0,0,0,0,0,0,930.94,7.59,301.43,6.76,295.2,6.29,293.63,9.36,32.539472,22.744068,224.26041,2153.0331
31.87,18,1018.2,0,0,0,0,0,0,898.9,8.29,304.38,7.41,299.05,7.1,300.47,9.72,41.922546,32.114173,246.80292,1792.8103
32.06,17,1017.6,0,0,0,0,0,0,820.58,9.89,303.11,9.02,298.61,8.4,300.96,10.8,53.70232,43.005302,260.87313,1274.6428
32.01,17,1017.3,0,0,0,0,0,0,705.77,11.38,304.7,10.69,302.62,9.89,303.11,10.8,66.587906,54.318703,271.41673,539.59694
31.58,16,1017,0,0,0,0,0,0,558.03,12.6,306.87,12.1,306.53,11.3,307.23,11.16,80.004725,65.593796,280.57187,49.771667
30.72,16,1016.9,0,0,0,0,0,0,388.04,12.74,312.71,13.24,315,11.97,316.22,12.96,92.518646,75.645487,288.65278,1.7565876
18.27,52,1020.7,0,0,0,0,0,0,0,5.59,255.07,8.4,316.74,6.99,258.11,7.92,117.00657,93.547359,54.444449,3.5116667
17.12,55,1020.9,0,0,0,0,0,0,0,6.41,218.16,4.1,307.87,7.64,225,3.6,103.3745,83.902213,64.169225,83.476596
18.13,54,1020.6,0,0,0,0,0,0,81.88,7.97,198.43,2.1,210.96,7.97,198.43,3.6,89.701824,73.43527,73.180153,457.98528
21.85,49,1020.2,0,0,0,0,0,0,254.54,4.21,199.98,6.62,202.38,4.35,204.44,2.52,76.088987,62.373747,82.027023,1126.8697
25.49,37,1019.9,0,0,0,0,0,0,432.54,3.55,203.96,4.21,199.98,3.88,201.8,6.84,62.783924,51.055756,91.453568,1692.5527
28.52,29,1019.4,0,0,0,0,0,0,598.97,6.49,266.82,6.88,263.99,6.21,259.99,11.16,50.131992,39.805771,102.72744,2097.4108
30.88,18,1018.3,0,0,0,0,0,0,738.7,13.91,291.25,14.46,288.89,13.32,288.92,13.68,38.85477,29.194867,118.56342,2326.3439
31.77,16,1018,0,0,0,0,0,0,848.17,14.19,305.71,13.68,305.36,12.6,306.87,12.6,30.569552,20.706892,145.04176,2407.8272
32.44,14,1018.5,0,0,0,0,0,0,918.48,14.17,297.22,13.68,296.57,12.88,296.57,13.32,28.004588,17.853986,186.31865,2349.2819
32.84,14,1018.3,0,0,0,0,0,0,936.28,13.98,304.51,13.18,304.99,12.39,305.54,12.6,32.477663,22.752837,224.09552,2155.3536
33.14,15,1018.4,0,0,0,0,0,0,904.24,12.98,303.69,12.29,301.83,11.38,304.7,12.96,41.858643,32.107302,246.68154,1779.1206
33.19,16,1017.6,0,0,0,0,0,0,824.14,12.6,306.87,12.1,306.53,11.02,308.37,11.88,53.641107,42.992728,260.77978,1250.1411
33.04,16,1017.4,0,0,0,0,0,0,706.66,11.99,311.35,11.75,310.03,10.7,312.27,15.12,66.530439,54.30514,271.33854,539.84028
32.54,17,1017.5,0,0,0,0,0,0,556.25,11.21,312.4,11.21,312.4,10.44,313.6,14.76,79.951228,65.581923,280.50165,67.6075
31.72,19,1017.3,0,0,0,0,0,0,385.37,10.2,317.86,10.46,319.18,9.45,319.64,13.68,92.469526,75.63732,288.58648,3.7543333
18.75,39,1020.2,0,0,0,0,0,0,0,8.21,232.13,5.48,293.2,9.69,238.67,6.48,117.06132,93.61709,54.44202,9.7655556
18.19,41,1020.1,0,0,0,0,0,0,0,9.09,213.69,5.4,233.13,10.59,215.31,6.84,103.42052,83.967104,64.173843,107.07253
20.22,39,1019.9,0,0,0,0,0,0,80.99,10.48,195.95,11.38,198.43,10.74,193.57,9,89.743946,73.501536,73.190323,464.17194
24.42,32,1019.6,0,0,0,0,0,0,251.87,11.17,181.85,16.6,176.27,10.44,180,10.08,76.12523,62.439806,82.041746,1097.8144
28.01,29,1018.9,0,0,0,0,0,0,428.98,16.24,176.19,19.13,175.68,16.95,176.35,13.32,62.812554,51.121822,91.471774,1661.2383
30.7,23,1018.5,0,0,0,0,0,0,595.41,15.48,180,17.28,180,16.2,180,12.24,50.149828,39.872447,102.7462,2074.1499
32.26,18,1017.7,0,0,0,0,0,0,735.14,12.66,194.83,13.1,195.95,12.57,193.24,14.76,38.855885,29.262622,118.57059,2331.5569
32.89,17,1017.3,0,0,0,0,0,0,842.83,15.68,211.87,17.17,213.02,16.18,212.28,18.72,30.54502,20.772231,144.99055,2313.5332
33.75,15,1017.3,0,0,0,0,0,0,908.69,13.09,211.5,13.89,211.22,13.4,210.7,14.76,27.951721,17.899157,186.1567,2368.7947
34.15,15,1016.8,0,0,0,0,0,0,927.38,14.08,212.47,15.08,213.31,14.28,213.69,14.76,32.410678,22.767802,223.92229,2197.6939
34.46,14,1016.1,0,0,0,0,0,0,896.23,14.88,212.15,15.99,211.18,14.88,212.15,16.92,41.79125,32.105582,246.55127,1720.9058
34.35,14,1015.5,0,0,0,0,0,0,820.58,16.87,219.81,18.39,220.24,17.1,220.73,16.92,53.577746,42.984803,260.67888,1243.945
34.12,14,1015.2,0,0,0,0,0,0,705.77,16.81,223.26,18.09,222.58,16.81,223.26,17.28,66.471835,54.2961,271.25393,538.95222
33.6,14,1014.8,0,0,0,0,0,0,557.14,18.08,225.81,19.86,225,18.33,225,18.36,79.897406,65.574665,280.42585,84.366944
32.69,14,1014.4,0,0,0,0,0,0,387.15,18.12,229.03,20.9,227.79,18.86,228.09,21.6,92.30551,75.544532,288.44038,7.144898
19.38,36,1016.4,0,0,0,0,0,0,0,14.04,178.53,25.21,178.36,17.34,175.24,19.44,117.11611,93.691271,54.444775,9.3572411
18.12,37,1016.9,0,0,0,0,0,0,0,18.72,181.1,40,177.42,22.69,181.82,21.24,103.46576,84.035817,64.184081,97.753333
20.2,44,1016.9,0,0,0,0,0,0,79.21,23.08,176.42,35.28,171.79,24.19,175.73,25.2,89.784684,73.571323,73.206591,450.6825
22.68,40,1016.4,0,0,0,0,0,0,250.98,22.78,174.56,28.98,173.58,22.78,174.56,21.96,76.159389,62.509118,82.063212,1106.1725
26.15,33,1015.9,0,0,0,0,0,0,428.09,20.52,178.99,22.68,179.09,20.53,177.99,21.6,62.838307,51.191057,91.497678,1676.4511
28.94,25,1015.9,0,0,0,0,0,0,594.52,19.13,191.94,20.08,194.53,18.43,192.41,24.84,50.16381,39.942487,102.77407,2091.0601
29.65,23,1014.9,0,0,0,0,0,0,735.14,21.58,207.85,22.91,210.19,21.12,209.62,29.52,38.851904,29.334409,118.58863,2375.0196
30.31,22,1014.4,0,0,0,0,0,0,843.72,21.93,203.2,23.54,203.43,21.6,203.57,31.32,30.51406,20.842968,144.94998,2481.8592
31.7,17,1014.8,0,0,0,0,0,0,912.25,23.22,209.74,25.01,210.26,23.09,210.96,33.12,27.892112,17.950929,185.9965,2411.923
31.97,17,1014,0,0,0,0,0,0,932.72,26.43,204.12,29.17,204.03,26.43,204.12,36.72,32.338373,22.78884,223.74174,2214.1564
31.91,17,1013.5,0,0,0,0,0,0,904.24,26.89,207.94,29.48,208.44,27.06,208.61,38.88,41.720346,32.109021,246.41262,1823.8874
31.94,18,1013.2,0,0,0,0,0,0,824.14,26.25,205.16,28.99,204.97,26.25,205.16,38.88,53.512273,42.981575,260.57065,1274.9303
31.9,18,1012.3,0,0,0,0,0,0,703.99,30.35,213.88,35.25,214.18,31.06,214.61,39.24,66.412152,54.291639,271.16305,538.9205
31.38,19,1012.1,0,0,0,0,0,0,555.36,28.67,208.5,33.18,208.51,28.85,209.12,36.36,79.843321,65.572084,280.34455,46.184167
30.35,22,1011.3,0,0,0,0,0,0,385.37,26.57,215.63,31.76,215.31,27.29,216.42,35.64,92.257138,75.546076,288.3642,1.3292517
16.43,58,1015.4,0,0,0,0,0,0,0,11.72,190.62,21.75,208.69,14.92,188.33,23.76,117.17124,93.770318,54.45271,3.1540678
15.81,60,1015.4,0,0,0,0,0,0,0,12.65,184.9,22.46,201.63,16.6,183.73,21.24,103.51011,84.108212,64.199938,85.048056
17.86,57,1015.5,0,0,1.2,4,0,0,85.44,13.32,180,25.24,183.27,13.32,180,20.88,89.823978,73.644547,73.228965,449.83472
22.39,45,1014.8,0,0,0.9,3,0,0,263.44,18.36,180,21.96,180,19.44,180,22.68,76.191421,62.581608,82.091445,1133.0222
24.36,38,1014.6,0,0,0,0,0,0,435.21,21.67,184.76,23.5,185.27,21.32,184.84,28.08,62.861158,51.263398,91.53133,1750.0081
25.77,31,1014.7,0,0,0,0,0,0,600.75,23.32,188.88,25.51,188.93,23.32,188.88,32.04,50.173952,40.015847,102.81116,2226.1386
27.09,26,1013.9,0,0,2.4,8,0,0,732.47,23.86,191.31,26.12,191.93,23.86,191.31,34.92,38.84291,29.410231,118.61786,2382.7506
28.08,21,1013.6,0,0,6,20,0,0,832.15,24.7,198.7,27.22,200.11,24.82,199.49,32.4,30.476875,20.919231,144.92073,2562.8975
28.9,18,1014.1,0,0,3,10,0,0,910.47,25.45,205.11,27.38,204.88,25.45,205.11,30.24,27.826045,18.00958,185.83828,2518.2989
29.5,15,1013.5,0,0,0,0,0,0,928.27,24.97,208.41,27.06,208.61,25.14,209.13,32.04,32.260975,22.816146,223.5536,2000.6994
29.78,15,1013.3,0,0,11.4,38,0,0,899.79,24.39,211.11,25.99,210.83,24.08,211.55,33.12,41.646086,32.117728,246.26548,946.40667
29.73,17,1012.8,0,0,14.7,49,0,0,817.02,21.87,212.91,23.47,212.47,21.37,212.62,47.88,53.444803,42.983116,260.4551,1064.6204
29.43,20,1012.2,0,0,30,100,0,0,672.84,19.39,211.33,20.99,210.96,19.39,211.33,43.92,66.351482,54.291809,271.06592,256.62278
29.29,21,1012,0,0,12.6,42,0,0,508.19,18.47,213.07,20.38,212.01,18.97,213.39,42.12,79.789052,65.574216,280.25782,118.03222
28.28,21,1011.7,0,0,35,100,35,0,367.57,18.39,220.24,20.47,219.29,18.67,219.52,28.44,91.521298,75.01725,287.83719,16.190606
12.61,78,1018.4,0,0,0,0,0,0,0,5.04,360,11.92,334.98,5.4,360,6.48,117.34277,93.933259,54.379093,11.630055
11.87,87,1018.8,0,0,2,0,2,1,0,4.69,32.47,10.95,9.46,4.9,36.03,9,103.55348,84.18418,64.221417,159.32631
14.6,84,1018.4,0,0,4,0,4,0,66.75,6.92,38.66,8.44,39.81,6.88,42.88,8.64,89.86177,73.721129,73.257451,508.59678
16.48,76,1018.5,0,0,1,0,0,1,251.87,5.69,55.3,5.32,61.7,5.5,58.39,11.16,76.221282,62.65721,82.126463,1145.3419
19.87,60,1018.1,0,0,0,0,0,0,429.87,3.6,90,4.8,102.99,4.33,94.76,10.44,62.881088,51.338789,91.572773,1744.1057
23.43,39,1017.6,0,0,0,0,0,0,597.19,2.97,165.96,4.02,153.43,3.4,147.99,17.64,50.180268,40.09249,102.85758,2160.8047
25.61,22,1017,0,0,0,0,0,0,740.48,13.68,206.57,17.87,207.6,16.75,208.22,25.2,38.82898,29.490091,118.65853,2366.9575
26.88,18,1016.5,0,0,0,0,0,0,852.62,19.26,200.81,19.72,201.41,18.25,202.01,28.44,30.433643,21.00113,144.9033,2465.7064
27.08,19,1018.1,0,0,0,0,0,0,922.04,22.42,209.86,23.4,210.51,21.61,209.98,31.32,27.753749,18.075309,185.6822,2306.7321
27.46,19,1017.9,0,0,0,0,0,0,942.51,23.77,212.01,26.98,211.36,24.88,211.39,31.68,32.178663,22.849865,223.35779,2197.5458
28.09,17,1017.3,0,0,0,0,0,0,911.36,24.16,213.45,26.46,213.91,24.46,212.99,31.32,41.5686,32.131795,246.10983,1857.2777
28.15,17,1016.8,0,0,3.6,12,0,0,826.81,23.47,212.47,25.57,212.35,23.77,212.01,30.24,53.375439,42.989491,260.33226,1348.6867
28,17,1016.7,0,0,3.3,11,0,0,709.33,23.28,211.72,25.57,212.35,23.58,211.26,27.36,66.289912,54.29666,270.9626,579.16174
27.47,19,1016.8,0,0,0,0,0,0,564.26,22.38,207.8,25.46,208.74,23.19,207.76,25.56,79.734675,65.581095,280.16573,50.155061
26.7,23,1016.6,0,0,8.7,29,0,0,392.49,18.68,205.08,20.61,207.01,18.51,206.57,22.32,91.47344,75.028243,287.7511,1.2303508
15.97,86,1019.1,0,0,0,0,0,0,0,25.58,166.16,39.52,163.05,27.26,167.8,30.96,117.28175,93.942144,54.484228,3.2175
15.58,84,1019.3,0,0,3,10,0,0,0,25.93,166.35,39.28,162.4,27.33,167.06,24.84,103.59585,84.263771,64.248585,82.0175
17.87,74,1018.8,0,0,2.7,9,0,0,84.55,27.42,166.33,35.11,164.54,28.04,167.39,26.64,89.897997,73.801047,73.292069,446.29444
19.73,66,1018.7,0,0,0,0,0,0,249.2,28.04,167.39,34.84,166.25,28.39,167.55,28.8,76.248905,62.73588,82.168222,1130.6333
22.03,57,1018.4,0,0,0,0,0,0,422.75,27.53,168.69,31.91,168.94,27.47,169.43,27.36,62.898016,51.417167,91.621864,1729.5392
24.08,51,1018.5,0,0,0,0,0,0,586.51,28.66,168.41,32.69,168.57,28.95,169.25,31.68,50.182644,40.172319,102.91299,2130.2683
26.06,44,1017.7,0,0,0.6,2,0,0,718.23,27.19,173.16,30.41,173.88,27.51,173.99,32.76,38.809905,29.573796,118.70985,2385.6906
27.84,37,1017.1,0,0,0.6,2,0,0,817.02,27.42,183.76,29.96,184.13,27.42,183.76,41.04,30.383952,21.088201,144.89644,2498.5414
28.93,28,1017.6,0,0,0,0,0,0,902.46,28.55,193.86,31.26,194.68,28.29,194.74,41.4,27.674714,18.14749,185.52896,2431.8241
29.61,27,1017.4,0,0,0,0,0,0,923.82,28.75,202.07,31.82,201.92,28.88,202.73,45,32.091147,22.889731,223.15585,2220.5767
30.18,25,1017,0,0,0,0,0,0,893.56,27.85,206.9,30.43,207.47,27.7,207.9,43.2,41.4878,32.15118,245.94644,1846.6891
30.83,21,1016.3,0,0,0.9,3,0,0,814.35,27.06,208.61,29.65,209.05,26.93,209.65,46.44,53.304183,43.000727,260.20249,1308.9144
30.74,19,1016.3,0,0,1.2,4,0,0,695.98,26.96,214.11,29.85,213.69,26.96,214.11,42.48,66.227481,54.306242,270.85328,562.38915
30.27,20,1016.6,0,0,0.3,1,0,0,555.36,25.42,217.52,28.73,217.87,25.92,217.67,42.12,79.680238,65.592783,280.06836,48.469167
29.01,22,1016.6,0,0,0,0,0,0,386.26,22.16,223.03,26.23,223.33,22.67,223.07,27,91.99762,75.489172,288.03059,2.5763948
15.03,58,1021.9,0,0,0,0,0,0,0,7.1,149.53,10.3,126.47,7.73,152.24,11.16,117.33705,94.034913,54.507907,3.6763889
14.26,63,1022,0,0,0,0,0,0,0,10.04,165.47,17.08,161.57,12.76,163.61,18.72,103.63711,84.34685,64.281433,85.435
17.24,75,1021,0,0,0,0,0,0,72.98,11.54,176.42,24.93,162.35,12.25,178.32,19.08,89.932606,73.884222,73.332815,441.90694
20.9,65,1020.6,0,0,0,0,0,0,242.08,18.84,173.42,23.86,174.81,20.57,175.99,19.8,76.274254,62.817553,82.216732,1108.0614
23.82,52,1020.2,0,0,0,0,0,0,418.3,19.13,175.68,22.01,176.25,19.49,175.76,26.28,62.911931,51.498482,91.678637,1705.8844
26.34,40,1020.5,0,0,0,0,0,0,583.84,19.44,178.94,21.6,179.05,20.16,178.98,31.32,50.181104,40.255302,102.97749,2134.8369
28.05,33,1019.2,0,0,0,0,0,0,722.68,20.63,186.01,21.79,187.59,20.28,186.12,36.36,38.785775,29.661357,118.77208,2382.9092
29.23,31,1018.7,0,0,0,0,0,0,830.37,22.18,193.13,23.75,194.04,21.83,193.35,39.6,30.328005,21.18057,144.90071,2453.9288
30.27,21,1019.5,0,0,0,0,0,0,907.8,20.45,206.11,21.41,207,19.8,207.03,33.48,27.589214,18.226372,185.37874,2416.5172
31.04,19,1019,0,0,0,0,0,0,927.38,25.16,213.92,27.46,214.32,25.36,214.59,36.72,31.998646,22.935922,222.94758,2178.7681
31.34,19,1018.5,0,0,0,0,0,0,898.01,26.87,215.18,30.17,215.78,27.37,215.36,37.8,41.403839,32.175983,245.77524,1820.3531
31.51,18,1018,0,0,0,0,0,0,822.36,25.13,218.02,27.44,218.07,25.13,218.02,35.64,53.231148,43.016889,260.06579,1287.0314
31.35,17,1017.3,0,0,0.3,1,0,0,706.66,23.51,220.03,26.6,219.51,24.29,219.59,34.2,66.164276,54.3206,270.738,550.33111
30.83,17,1017,0,0,0,0,0,0,558.92,21.13,225.69,24.18,225.6,21.89,225,32.4,79.625815,65.609311,279.96579,125.71194
